map:map10x10.json
player1:random_bot.py
player2:mcts
F 5 6 | S archer
T 5 2 | F 5 7
T 8 0 | F 0 2
T 9 9 | F 3 6
S archer | F 2 6
T 3 8 | F 2 0
W | F 7 5
F 5 8 | F 7 6
F 7 2 | F 7 8
W | S archer
S archer | S archer
W | W
S archer | F 4 3
S swordsman | W
S archer | F 8 9
W | W
F 2 5 | W
T 1 1 | S archer
F 5 7 | S swordsman
F 6 5 | W
T 1 8 | F 1 5
W | F 9 6
F 5 8 | W
F 1 6 | F 6 4
F 8 6 | S swordsman
S swordsman | W
S swordsman | F 2 2
S swordsman | S swordsman
F 3 1 | F 4 4
S swordsman | W
T 8 5 | F 4 6
W | F 8 8
S archer | S archer
F 2 8 | W
S swordsman | S swordsman
F 5 2 | F 0 3
T 3 5 | F 0 4
W | S swordsman
T 1 0 | S swordsman
T 5 6 | S archer
T 4 6 | W
W | F 3 3
T 8 2 | T 2 3
T 1 6 | S archer
F 2 5 | F 1 0
W | F 5 4
F 5 6 | S archer
F 6 1 | F 0 5
S archer | W
S archer | T 6 8
W | F 2 1
W | T 4 7
W | S swordsman
W | S archer
T 6 5 | S archer
F 8 0 | W
S swordsman | S archer
T 0 3 | S swordsman
W | S swordsman
F 2 3 | S swordsman
W | S swordsman
F 7 4 | S swordsman
W | S archer
W | W
S archer | W
F 7 0 | W
S archer | S archer
S swordsman | S archer
T 2 6 | S swordsman
T 6 7 | S swordsman
F 3 8 | S swordsman
