map:map10x10.json
player1:random_bot.py
player2:mcts
W | F 5 4
W | S archer
F 3 8 | W
F 2 4 | F 0 3
W | F 4 4
W | W
S swordsman | S archer
T 8 8 | S archer
W | F 8 6
T 7 3 | S archer
S swordsman | S archer
S swordsman | W
S archer | F 3 3
S swordsman | W
F 2 5 | W
T 3 9 | F 4 6
W | W
F 8 7 | W
W | F 2 6
F 1 2 | W
W | F 1 0
W | W
W | F 2 3
T 0 1 | W
T 5 4 | F 0 4
F 8 3 | W
S archer | F 2 0
W | W
W | F 0 5
T 0 0 | F 0 2
S swordsman | W
T 2 3 | F 2 2
T 7 4 | F 6 5
T 7 1 | F 7 8
F 3 5 | F 5 8
S archer | W
