map:map10x10.json
player1:random_bot.py
player2:mcts
F 1 7 | F 5 4
F 5 0 | F 4 4
F 3 5 | S archer
S swordsman | S archer
W | F 6 4
F 3 7 | F 4 7
F 7 5 | F 0 2
W | F 8 9
T 8 4 | F 0 3
F 9 9 | F 8 8
S archer | S archer
S swordsman | W
W | W
S swordsman | F 7 8
S archer | F 2 6
F 2 2 | W
W | F 2 3
T 2 6 | W
T 9 6 | F 1 5
S swordsman | F 4 3
T 4 8 | W
T 6 3 | S archer
W | W
T 8 3 | S swordsman
T 9 2 | F 3 3
T 3 3 | S swordsman
W | W
F 9 5 | S archer
W | F 4 6
S swordsman | W
W | S archer
W | S swordsman
T 4 2 | W
F 9 9 | S archer
T 2 7 | F 8 6
S swordsman | W
F 1 4 | S archer
W | F 5 7
T 8 8 | F 1 0
T 3 3 | F 2 5
W | S swordsman
F 9 6 | F 6 8
W | F 0 5
W | F 6 5
T 1 9 | F 7 6
T 6 7 | S archer
S archer | F 2 0
S swordsman | S archer
S swordsman | S swordsman
F 0 9 | F 5 8
T 9 8 | S archer
W | F 2 1
S swordsman | W
T 8 0 | T 0 4
W | S swordsman
S swordsman | S swordsman
W | S swordsman
W | T 3 6
T 5 7 | S archer
S swordsman | S swordsman
W | S swordsman
W | S swordsman
T 3 2 | S archer
F 2 7 | S archer
W | S swordsman
F 2 9 | S swordsman
W | S swordsman
W | S swordsman
S swordsman | S swordsman
T 3 8 | S swordsman
T 9 3 | W
S archer | S archer
W | S swordsman
W | S archer
