map:map10x10.json
player1:random_bot.py
player2:mcts
F 6 7 | F 2 6
F 3 5 | F 4 7
F 0 0 | F 6 4
S archer | F 7 5
S swordsman | F 8 6
F 3 7 | S swordsman
S swordsman | S archer
F 1 1 | F 6 5
W | F 0 3
F 7 9 | S archer
F 2 3 | F 3 3
S archer | S swordsman
T 9 2 | W
S swordsman | F 5 7
T 7 4 | W
W | F 4 3
F 9 1 | W
T 3 1 | F 6 8
F 3 8 | S swordsman
T 9 9 | W
S archer | F 2 1
S swordsman | F 3 6
S swordsman | W
W | S archer
F 0 8 | W
T 3 3 | F 2 0
T 2 6 | F 1 0
W | F 8 9
S swordsman | W
S swordsman | F 1 5
T 1 5 | F 4 6
F 3 6 | S archer
W | F 7 8
T 8 2 | S swordsman
W | F 5 4
T 5 8 | F 0 2
W | W
F 4 6 | F 9 6
T 5 8 | T 2 5
W | S archer
S archer | S archer
T 3 7 | S swordsman
F 4 6 | S swordsman
F 7 6 | S archer
W | S swordsman
T 5 1 | S archer
S swordsman | F 0 4
S archer | S archer
T 0 4 | S swordsman
W | W
T 8 1 | T 4 4
T 3 1 | F 0 5
W | F 8 8
