map:map10x10.json
player1:random_bot.py
player2:mcts
T 8 0 | F 2 3
W | F 8 8
F 3 5 | F 1 0
W | F 6 8
W | S archer
T 7 4 | S archer
S swordsman | F 5 8
W | S archer
F 1 0 | F 6 4
T 3 9 | F 1 5
T 9 4 | F 8 6
S swordsman | W
S archer | F 0 4
T 7 7 | W
T 0 9 | F 8 9
W | W
W | F 4 3
F 2 8 | W
W | F 7 6
S archer | F 5 4
T 9 7 | W
S archer | S archer
S swordsman | W
W | S swordsman
F 7 3 | F 9 6
S swordsman | S swordsman
F 7 1 | F 7 5
S archer | W
W | S archer
F 3 0 | W
F 0 8 | S archer
W | S swordsman
S swordsman | F 0 5
T 3 1 | W
F 9 7 | F 3 3
F 3 9 | F 3 6
F 5 2 | F 6 5
W | S archer
S swordsman | F 2 2
S archer | S swordsman
F 3 4 | W
F 9 1 | T 4 7
W | S archer
S swordsman | S swordsman
W | F 7 8
W | F 2 6
F 3 3 | F 4 4
S swordsman | S archer
F 8 3 | F 2 5
T 6 2 | F 4 6
F 8 7 | T 5 7
W | F 2 1
F 0 4 | S archer
T 3 2 | S archer
S swordsman | S swordsman
W | F 0 3
W | W
T 8 4 | S swordsman
W | S archer
T 4 3 | S archer
S archer | T 2 0
F 3 4 | W
T 1 5 | T 0 2
W | W
W | S swordsman
T 1 4 | S archer
S archer | S swordsman
F 3 7 | W
