map:map10x10.json
player1:random_bot.py
player2:mcts
F 7 3 | F 2 5
T 7 4 | F 0 2
W | F 6 4
W | F 2 0
W | F 8 9
W | F 3 3
S swordsman | F 7 6
T 9 9 | F 3 6
T 0 1 | S archer
S archer | F 4 6
W | S swordsman
T 2 3 | S swordsman
W | F 7 5
S swordsman | F 2 1
F 3 7 | W
T 5 3 | F 8 6
W | F 0 4
S archer | W
F 8 0 | F 0 3
F 8 1 | F 4 7
F 5 8 | F 2 2
W | F 8 8
S archer | S swordsman
S archer | W
W | F 9 6
W | F 0 5
F 8 1 | S archer
T 8 7 | F 1 0
W | F 7 8
W | S archer
S swordsman | W
W | F 1 5
T 2 5 | T 6 5
W | S swordsman
T 4 7 | S archer
S swordsman | F 2 6
F 6 6 | S archer
S swordsman | S archer
F 7 8 | W
F 3 6 | T 6 8
W | F 4 3
W | W
S archer | T 5 7
T 5 4 | T 4 4
S swordsman | S archer
S archer | S archer
F 2 8 | S swordsman
W | S swordsman
S archer | S swordsman
F 1 6 | F 5 4
S archer | S swordsman
W | S archer
F 0 7 | S archer
W | S swordsman
F 5 6 | S swordsman
F 2 5 | S swordsman
W | S swordsman
S swordsman | S swordsman
F 0 4 | S swordsman
F 9 1 | S swordsman
F 8 5 | S archer
F 3 0 | W
T 5 7 | S archer
S swordsman | S archer
