map:map10x10.json
player1:random_bot.py
player2:mcts
F 3 9 | F 4 7
W | S archer
F 0 4 | F 6 8
F 8 9 | F 5 7
W | F 2 2
W | F 0 5
T 7 9 | S archer
F 0 1 | F 5 8
F 8 5 | F 1 5
W | F 4 6
F 2 7 | S archer
W | W
T 0 8 | F 6 4
S archer | W
F 7 8 | F 7 5
F 5 6 | W
T 8 0 | S swordsman
S swordsman | F 0 2
F 0 3 | W
F 8 2 | F 8 6
F 0 5 | W
W | S archer
S swordsman | W
F 7 2 | S archer
S swordsman | W
F 0 4 | S swordsman
W | F 3 6
S archer | W
W | S swordsman
F 9 8 | F 2 0
W | F 6 5
W | W
W | S archer
W | F 2 3
T 0 8 | W
W | S swordsman
F 0 2 | F 2 5
W | S archer
T 0 1 | F 4 4
F 6 2 | W
S swordsman | S archer
W | F 7 6
F 7 4 | S archer
W | F 9 6
T 7 9 | S swordsman
W | F 5 4
F 6 0 | F 2 1
T 0 4 | F 1 0
S swordsman | S archer
F 0 5 | F 2 6
T 0 7 | F 4 3
W | W
F 7 8 | S archer
S swordsman | S swordsman
F 8 8 | W
T 6 9 | S archer
F 0 5 | T 3 3
T 4 2 | S archer
T 3 0 | S archer
W | S archer
