map:map10x10.json
player1:random_bot.py
player2:mcts
F 8 8 | F 8 6
T 2 8 | S archer
T 1 1 | F 0 3
F 8 6 | F 7 5
S swordsman | S swordsman
T 9 8 | S archer
F 9 3 | F 7 6
T 0 4 | S swordsman
S archer | F 6 8
S swordsman | F 4 4
T 0 1 | F 6 5
W | W
W | F 2 6
S archer | W
T 8 4 | F 8 9
F 9 4 | W
T 1 1 | F 5 4
W | W
T 0 3 | F 5 7
W | W
W | S archer
S swordsman | W
S swordsman | F 2 0
S swordsman | F 2 3
T 1 9 | W
W | S swordsman
T 4 9 | F 6 4
S archer | W
F 6 2 | S archer
W | S swordsman
T 0 1 | W
S swordsman | S archer
W | W
T 6 0 | F 3 3
W | F 7 8
F 2 9 | F 0 2
F 3 1 | F 2 2
T 1 1 | F 4 6
S archer | S swordsman
S archer | F 0 5
W | W
W | T 1 5
W | S archer
T 8 5 | W
S archer | S archer
S swordsman | F 9 6
S archer | F 4 3
F 3 4 | S archer
T 4 3 | F 1 0
F 2 4 | F 2 1
W | W
W | T 3 6
W | W
W | F 5 8
T 2 9 | S archer
F 1 7 | T 2 5
F 8 5 | S swordsman
S archer | F 4 7
T 8 5 | W
W | S archer
W | S swordsman
T 1 8 | S swordsman
S archer | S swordsman
W | S archer
F 0 1 | S swordsman
F 7 5 | S swordsman
W | S swordsman
S swordsman | S swordsman
F 4 9 | S swordsman
T 9 9 | S archer
F 8 9 | W
W | S swordsman
T 4 6 | S archer
T 7 3 | S swordsman
S archer | S swordsman
T 9 7 | S archer
T 5 2 | S swordsman
T 3 2 | W
S archer | S swordsman
W | S swordsman
F 7 8 | W
T 1 0 | W
S swordsman | S archer
F 5 6 | S swordsman
F 6 4 | W
W | S swordsman
S archer | S swordsman
S swordsman | W
F 0 3 | S swordsman
F 7 7 | S swordsman
W | W
W | W
S swordsman | S swordsman
W | S swordsman
T 4 3 | S archer
W | S swordsman
F 9 1 | S swordsman
F 4 3 | W
T 5 5 | S swordsman
F 4 0 | S swordsman
W | S archer
W | W
T 4 3 | S swordsman
F 9 3 | S swordsman
T 7 6 | S swordsman
W | S swordsman
S archer | S swordsman
